jacket,ジャケット,1
January,1月,1
Japan,日本,1
Japanese,日本人,1
Jim,ジム,1
John,ジョン,1
Judy,ジュディ,1
juice,ジュース,1
July,七月,1
jump,ジャンプ,1
June,六月,1
junior high school,中学校,1
just,ただ,1
kachina doll,かちな人形,1
Karen,カレン,1
Kate Wood,ケイト・ウッド,1
Kent,ケント,1
key,キー,1
kid,キッド,1
kid,キッド,1
kimbap,キンバップ,1
know,知っている,1
Korean,韓国語,1
Korean-style,韓国風,1
last,最終,1
late,遅い,1
learn,学ぶ,1
leave,去る,1
left,左,1
leg,脚,1
let's,しよう,1
letter,文字,1
library,図書館,1
light,光,1
light,光,1
like,お気に入り,1
like,お気に入り,1
linear motor cars,リニアモーターカー,1
lion,ライオン,1
listen,聴く,1
little,少し,1
live,住む,1
Liz,リズ,1
London,London,1
long,長いです,1
look,見て,1
lot,たくさん,1
loud,騒々しい,1
love,愛,1
lunch,ランチ,1
magazine,マガジン,1
make,作る,1
man,おとこ,1
many,たくさんの,1
March,行進,1
Mary,メアリー,1
math,数学,1
Matt,マット,1
matter,案件,1
May,五月,1
maybe,多分,1
me,私は,1
meaning,意味,1
Meg,メグ,1
member,メンバー,1
message,メッセージ,1
Mike,マイク,1
milk,牛乳,1
mine,私の,1
minute,分,1
mom,ママ,1
Monday,月曜,1
month,月,1
morning,朝,1
mother,母,1
mouth,口,1
movie,映画,1
Mr. (Mr),氏（Mr）,1
Ms. (Ms),Ms.（Ms）,1
much,たくさん,1
museum,博物館,1
music,音楽,1
music box,オルゴール,1
my,ぼくの,1
name,名前,1
nan,ナン,1
Nancy,ナンシー,1
new,新着,1
New Year,新年,1
New York ,ニューヨーク,1
New Zealand,ニュージーランド,1
newspaper,新聞,1
next,次,1
nice,いいね,1
Nick,ニック,1
night,夜,1
nine,九,1
nineteen,十九,1
ninety,90,1
ninth,第九,1
Nippon Origami  Association,日本折り紙協会,1
no,番号,1
nose,鼻,1
not,ない,1
November,11月,1
now,今,1
NPO,NPO,1
number,数,1
ocean,海洋,1
o'clock,時,1
October,10月,1
of,の,1
off,オフ,1
often,しばしば,1
oh,ああ,1
OK,OK,1
old,古い,1
on,オン,1
one,1,1
only,のみ,1
open,開いた,1
or,または,1
orange,オレンジ,1
orca,シャチ,1
other,その他の,1
our,私たちの,1
ours,私たちのもの,1
out,でる,1
outside,外側,1
page,ページ,1
paper,論文,1
park,パーク,1
pen,ペン,1
pencil,鉛筆,1
pet,ペット,1
phone,電話,1
piano,ピアノ,1
pick,ピック,1
picture,画像,1
piece,ピース,1
pink,ピンク,1
place,場所,1
play,演奏する,1
player,プレーヤー,1
please,お願いします,1
popular,人気の,1
potato,じゃがいも,1
practice,練習,1
present,プレゼント,1
program,プログラム,1
programmer,プログラマー,1
pull,引く,1
put,置く,1
question,質問,1
quiet,静か,1
quiz,クイズ,1
rainy,雨の,1
raise,上げる,1
reach,リーチ,1
read,読んだ,1
ready,準備ができて,1
really,本当に,1
recycling,リサイクル,1
red,赤,1
restaurant,飲食店,1
rice,ご飯,1
ride,ライド,1
right,正しい,1
ring,リング,1
room,ルーム,1
run,走る,1
Sam,サム,1
sat,座った,1
Saturday,土曜日,1
save,保存する,1
say,いう,1
school,学校,1
season,シーズン,1
second,二番目,1
see,見る,1
send,送る,1
September,九月,1
seven,セブン,1
seventeen,十七,1
seventh,第七,1
seventy,七十,1
she,彼女,1
Sherlock Holmes,シャーロック・ホームズ,1
Sherry,シェリー,1
shirt,シャツ,1
shop,ショップ,1
short,ショート,1
sing,歌う,1
singer,歌手,1
sister,シスター,1
sit,座る,1
six,六,1
sixteen,16,1
sixth,第六,1
sixty,60,1
skate,スケート,1
ski,スキー,1
sleigh,そり,1
slope,スロープ,1
small,小さい,1
smart,スマート,1
so,そう,1
soccer,サッカー,1
some,いくつか,1
something,何か,1
sometimes,時々,1
son,息子,1
song,歌,1
soon,まもなく,1
sorry,ごめんなさい,1
sound,音,1
space,スペース,1
speak,話す,1
speed,速度,1
spell,スペル,1
spice,スパイス,1
sport,スポーツ,1
spring,春,1
star,星,1
start,開始,1
station,駅,1
stay,滞在,1
step,一歩,1
still,まだ,1
stop,やめる,1
stove,ストーブ,1
student,学生,1
study,調査,1
style,スタイル,1
summer,夏,1
sun,太陽,1
Sunday,日曜日,1
sunny,晴れ,1
Superman,スーパーマン,1
sure,承知しました,1
sweater,セーター,1
swim,泳ぐ,1
table,テーブル,1
table tennis,卓球,1
take,取る,1
talk,トーク,1
tea,お茶,1
teacher,先生,1
team,チーム,1
teeth,歯,1
ten,十,1
tennis,テニス,1
tenth,十,1
thank,感謝,1
that,それ,1
the,の,1
their,彼らの,1
theirs,彼らのもの,1
them,それら,1
then,その後,1
there,そこ,1
these,これら,1
they,彼ら,1
thing,事,1
third,第三,1
thirteen,十三,1
thirtieth,30代,1
thirty,30,1
this,この,1
those,それら,1
thousand,千,1
three,三,1
Thursday,木曜日,1
time,時間,1
to,に,1
today,今日,1
together,一緒,1
Tom,トム,1
too,も,1
tooth,歯,1
touch,接する,1
toy,おもちゃ,1
train,列車,1
T-shirt,Tシャツ,1
Tube,チューブ,1
Tuesday,火曜日,1
TV,テレビ,1
twelfth,十二,1
twelve,12,1
twentieth,二十,1
twenty,二十,1
two,二,1
U.S.,United States ,1
umbrella,傘,1
uncle,おじさん,1
understand,理解する,1
uniform,ユニフォーム,1
up,アップ,1
us,我ら,1
use,使用する,1
usually,通常,1
very,非常に,1
virtual,バーチャル,1
visit,訪問,1
voice,ボイス,1
volleyball,バレーボール,1
walk,歩く,1
want,欲しいです,1
warm,暖かい,1
wash,洗う,1
"Washington, D.C.",ワシントンDC。,1
watch,見る,1
way,仕方,1
we,我々,1
Wednesday,水曜日,1
week,週間,1
well,上手,1
went,行った,1
whale,鯨,1
what,何,1
when,いつ,1
where,どこ,1
white,白い,1
White House,ホワイトハウス,1
who,WHO,1
whose,その,1
why,なぜ,1
wing,羽,1
winter,冬,1
with,と,1
woman,女性,1
wonderful,素晴らしい,1
work,作業,1
world,世界,1
wow,ワオ,1
write,書く,1
year,年,1
yellow,黄,1
yes,はい,1
yesterday,昨日,1
you,君は,1
young,若い,1
your,きみの,1
yours,あなたのもの,1
yourselves,あなた自身,1
zero,ゼロ,1
zoo,動物園,1
a better place,より良い場所,2
a.m.,午前,2
abroad,海外,2
across,向こう側,2
active,活発な,2
afraid,恐れ,2
Africa,アフリカ,2
against,に対して,2
agree,同意する,2
ah,ああ,2
air conditioner,エアコン,2
airport,空港,2
ALT,ALT,2
Amazon River,アマゾン川,2
among,の中で,2
amount,量,2
another,別の,2
anyway,とにかく,2
anywhere,どこでも,2
appear,現れる,2
as,なので,2
ask,尋ねる,2
ate,食べた,2
Atlanta,アトランタ,2
Australia,オーストラリア,2
Australian,オーストラリア人,2
away,離れて,2
bamboo,竹,2
banana,バナナ,2
band,バンド,2
Beatles,ビートルズ,2
became,なりました,2
become,なる,2
before,前,2
began,始めた,2
begin,ベギン,2
belief,信念,2
best,ベスト,2
better,より良い,2
blossom,花,2
board,ボード,2
boat,ボート,2
boot,ブート,2
border,境界,2
borrow,借りて,2
bought,買った,2
bread,パン,2
breathtaking,息をのむような,2
bring,持ってくる,2
brought,持ってきた,2
build,建てる,2
built,建てられた,2
bury,埋め込む,2
button,ボタン,2
buy,購入,2
bye,さようなら,2
call,コール,2
camp,キャンプ,2
cancer,癌,2
card,カード,2
care,ケア,2
careful,注意深く,2
Carpenters,大工,2
caught,捕まった,2
charity,慈善,2
cheap,安いです,2
check,小切手,2
cherry,チェリー,2
Chicago,シカゴ,2
child,子,2
children,子供達,2
China,中国,2
chocolate,チョコレート,2
choose,選ぶ,2
chorus,コーラス,2
chose,選んだ,2
Christmas,クリスマス,2
close,閉じる,2
coast,海岸,2
cola,コーラ,2
colored leaves,紅葉,2
comment,コメント,2
communication,コミュニケーション,2
community,コミュニティ,2
Compact Almighty  Shoes,コンパクトな全能の靴,2
contest,コンテスト,2
convenience store,コンビニ,2
costume,コスチューム,2
could,たぶん......だろう,2
country,国,2
cover,カバー,2
crash,クラッシュ,2
creative,クリエイティブ,2
cricket,クリケット,2
custom,カスタム,2
customer,お客様,2
cycle,サイクル,2
damage,ダメージ,2
dangerous,危険な,2
dark,闇,2
daylight,明け,2
dead,デッド,2
deadline,締め切り,2
deep,深い,2
design,設計,2
dictionary,辞書,2
die,死ぬ,2
difference,差,2
discount,ディスカウント,2
distance,距離,2
doctor,医師,2
dream,夢,2
drill,ドリル,2
during,中に,2
earth,地球,2
Earth Summit,地球サミット,2
earthquake,地震,2
easily,簡単に,2
Easter,イースター,2
Easter egg hunting,イースターエッグハンティング,2
easy,簡単,2
effort,努力,2
else,そうしないと,2
encouraging,励ます,2
engineer,エンジニア,2
engineering,エンジニアリング,2
England,イングランド,2
entrance,入り口,2
environment,環境,2
especially,特に,2
even,さえ,2
event,出来事,2
everything,すべて,2
example,例,2
excellent,優れた,2
exchange,両替,2
excited,興奮した,2
exciting,エキサイティング,2
expensive,高価な,2
experience,経験,2
eye,眼,2
face,面,2
factory,工場,2
fan,ファン,2
farmer,農家,2
favorite,好きな,2
feel,感じる,2
festival,祭り,2
field day,運動会の日,2
find,見つける,2
finish,仕上げ,2
Finland,フィンランド,2
Finnish,フィンランド人,2
fire,火,2
fire drill,消防訓練,2
fishing village,漁村,2
fit,フィット,2
fix,直す,2
flavoring,調味料,2
fluently,流暢に,2
flying,飛行,2
foreigner,外国人,2
forever,永遠に,2
forget,忘れる,2
forgot,忘れた,2
found,見つかった,2
France,フランス,2
free,自由,2
French fries,フライドポテト,2
fridge,冷蔵庫,2
friendly,優しい,2
friendship,友情,2
fun,楽しい,2
future,未来,2
garden,庭園,2
gave,与えた,2
gently,やさしく,2
Georgia,ジョージア,2
Germany,ドイツ,2
give,与える,2
glad,うれしい,2
Golden Week,ゴールデンウィーク,2
grandfather,祖父,2
grandmother,祖母,2
grandparent,祖父母,2
Great East Japan  Earthquake,東日本大震災,2
greedy,貪欲,2
greeting,挨拶,2
guess,推測,2
guest,ゲスト,2
Gulliver,ガリバー,2
gun,銃,2
half,ハーフ,2
hamburger,ハンバーガー,2
hammer,ハンマー,2
handmade,手作り,2
happen,起こります,2
happy,ハッピー,2
health,健康,2
hear,聞く,2
heard,聞いた,2
heat,熱,2
heavy,ヘビー,2
held,開催,2
Helsinki,ヘルシンキ,2
hey,ねえ,2
hit,ヒット,2
hobby,趣味,2
holiday,休日,2
homestay,ホームステイ,2
hope,望む,2
horse,うま,2
hospital,病院,2
host,ホスト,2
host family,ホストファミリー,2
housework,家事,2
however,しかしながら,2
hunger,飢え,2
hungry,空腹,2
hunting,狩猟,2
if,もし,2
imagine,想像する,2
important,重要,2
inside,内部,2
interview,インタビュー,2
introduce,導入する,2
invent,発明する,2
Iran,イラン,2
iron,鉄,2
island,島,2
Italy,イタリア,2
Jane,ジェーン,2
Japanese-style,和風,2
job,ジョブ,2
John Lennon,ジョン・レノン,2
join,加わる,2
keep,保つ,2
Kegon Falls,華厳の滝,2
kilometer,キロメートル,2
kind,種類,2
kind,種類,2
king,キング,2
knife,ナイフ,2
Korea,韓国,2
Korean Folk Village,韓国民俗村,2
lake,湖,2
language,言語,2
Laputa,ラピュタ,2
large,大,2
later,後で,2
leader,盟主,2
left,左,2
life,生活,2
lifestyle,暮らし,2
light,光,2
light,光,2
lighthouse,灯台,2
Lisa,リサ,2
list,リスト,2
lit,点灯,2
lose,失う,2
loss,損失,2
lost,負けた,2
loudly,大声で,2
lover,恋人,2
Mack,マック,2
made,製,2
Mahatma Gandhi,マハトマ・ガンジー,2
map,地図,2
mask,マスク,2
Maui,マウイ,2
may,五月,2
mean,平均,2
meant,意味した,2
meat,肉,2
meatball,ミートボール,2
medicine,薬,2
medium,中,2
meet,会う,2
met,会った,2
meter,メーター,2
miss,お嬢,2
money,お金,2
Moomin World,ムーミンワールド,2
more,もっと,2
most,最も,2
mountain,山,2
Mt.,山,2
musical instrument,楽器,2
musician,音楽家,2
must,しなければならない,2
nail,爪,2
near,近く,2
necessary,必要,2
need,必要,2
neighbor,隣人,2
Nile River,ナイル川,2
noon,正午,2
normal,正常,2
nursery,保育園,2
once,かつて,2
original,元の,2
over,以上,2
own,自分の,2
p.m.,午後,2
pair,ペア,2
panda,パンダ,2
panic,パニック,2
part,部,2
party,パーティー,2
pass,パス,2
pay,支払う,2
people,人,2
percent,パーセント,2
perhaps,たぶん,2
person,人,2
personal,個人的な,2
personal computer,パソコン,2
pillar,柱,2
pizza,ピザ,2
plan,予定,2
plane,飛行機,2
plant,工場,2
plastic,プラスチック,2
pocket,ポケット,2
point,ポイント,2
pole,ポール,2
polite,丁寧,2
poor,貧しい,2
prize,賞,2
probably,恐らく,2
problem,問題,2
project,事業,2
protect,守る,2
push,押す,2
quickly,早く,2
racket,ラケット,2
rain,雨,2
read,読んだ,2
reason,理由,2
remember,覚えている,2
replace,取り替える,2
rescue,救援,2
rich,リッチ,2
right,正しい,2
Rio,リオ,2
river,川,2
rock,岩,2
roof,ルーフ,2
rope,ロープ,2
round,円形,2
Russia,ロシア,2
sad,悲しい,2
said,前記,2
sandwich,サンドイッチ,2
sang,歌った,2
Santa Claus,サンタクロース,2
sausage,ソーセージ,2
saw,鋸,2
scenery,風景,2
science,理科,2
sea,海,2
seafood,シーフード,2
seen,見た,2
sell,売る,2
sent,送った,2
Seoul,ソウル,2
Severn,セバーン,2
shake,振る,2
shall,する,2
share,共有,2
shine,輝く,2
ship,輸送する,2
shoe,靴,2
shopping,ショッピング,2
should,すべき,2
shout,叫ぶ,2
show,公演,2
sick,病気,2
sight,視力,2
similar,似ている,2
sir,お客様,2
size,サイズ,2
sleep,睡眠,2
slowly,ゆっくり,2
snack,スナック,2
snow,雪,2
Snow Festival,雪まつり,2
snow statue,雪像,2
snowy,雪の,2
soft,柔らかい,2
sold,売れた,2
soup,スープ,2
South America,南アメリカ,2
Spain,スペイン,2
special,特殊な,2
spend,費やす,2
spot,スポット,2
spread,拡大,2
stadium,スタジアム,2
stand,スタンド,2
stick,スティック,2
stingy,けち,2
Stockholm,ストックホルム,2
stomachache,腹痛,2
stood,立った,2
store,お店,2
story,物語,2
straight,まっすぐ,2
strange,奇妙な,2
street,通り,2
street children,ストリートチルドレン,2
strong,強い,2
stuffed animal,動物のぬいぐるみ,2
subject,主題,2
such,そのような,2
suddenly,突然,2
sung,歌われた,2
supermarket,スーパーマーケット,2
surprising,意外,2
Sweden,スウェーデン,2
Swedish,スウェーデンの,2
swimming pool,スイミングプール,2
Sydney,Sydney,2
tall,背が高い,2
teamwork,チームワーク,2
teddy bear,テディベア,2
Tehran,テヘラン,2
tell,伝える,2
terrible,ひどい,2
test,テスト,2
than,より,2
thatch,サッチ,2
thatched roof,わらぶき屋根,2
themselves,自分たち,2
think,思う,2
thought,思想,2
through,使って,2
throw,スロー,2
tired,疲れた,2
Tokyo Skytree,東京スカイツリー,2
tomato,トマト,2
tomorrow,明日,2
took,取った,2
town,町,2
traditional,伝統的な,2
travel,トラベル,2
travel abroad,海外旅行,2
treat,御馳走,2
tree,木,2
trip,旅行,2
TRUE,本当,2
try,試す,2
turkey,七面鳥,2
Turkish,トルコ語,2
turn,順番,2
type,タイプ,2
typhoon,台風,2
U.K.,英国。,2
under,下,2
understood,理解した,2
until,まで,2
useful,有用,2
vacation,休暇,2
video,ビデオ,2
view,見る,2
village,村,2
villager,村人,2
wait,待つ,2
wall,壁,2
wallet,財布,2
was,だった,2
water,水,2
water gun,水鉄砲,2
waterfall,滝,2
waterproof,防水,2
wear,着る,2
weather,天気,2
weather forcast,天気予報,2
website,ウェブサイト,2
weekend,週末,2
welcome,ようこそ,2
were,だった,2
western,西洋,2
Western-style,洋式,2
which,どれ,2
whole,全体,2
will,意志,2
win,勝つ,2
wish,願い,2
without,なし,2
won,勝った,2
word,語,2
worried,心配して,2
worry,心配,2
would,するだろう,2
writer,作家,2
written,書かれた,2
Yoshinogari Historical  Park,吉野ヶ里歴史公園,2
yourself,あなた自身,2
able,できる,3
act,行為,3
active volcano,活火山,3
add,追加,3
addition,添加,3
adult,アダルト,3
adventure,冒険,3
age,年齢,3
ahead,先に,3
air,空気,3
Air Japan,エアジャパン,3
alarm clock,目覚まし時計,3
Alex,アレックス,3
Alexandra,アレクサンドラ,3
allow,許す,3
already,既に,3
Andes,アンデス,3
announce,発表する,3
Army,軍,3
asleep,眠っている,3
Athens,アテネ,3
athlete,アスリート,3
atomic bomb,原爆,3
attention,注意,3
bad,悪い,3
Bangkok,バンコク,3
base,ベース,3
BBC,BBC,3
bean,豆,3
been,された,3
beer,ビール,3
beginner,初心者,3
begun,始めた,3
believe,信じる,3
below,未満,3
belt,ベルト,3
Beth,ベス,3
between,の間に,3
Birmingham,バーミンガム,3
Birmingham New Street,バーミンガムニューストリート,3
blow,ブロー,3
Bob,ボブ,3
body,体,3
bomb,爆弾,3
Bon dance,盆踊り,3
bookstore,書店,3
born,生まれ,3
both,両方とも,3
branch,ブランチ,3
brass band,ブラスバンド,3
brave,勇敢な,3
broadcasting,放送,3
broken,壊れた,3
Buenos Aires,ブエノスアイレス,3
cage,ケージ,3
calendar,カレンダー,3
can,できる,3
capital,資本,3
carp streamer,鯉のぼり,3
carry,運ぶ,3
cartoon,漫画,3
celebrate,祝う,3
"Celebration for Children  Aged Three, Five, and Seven",3歳、5歳、7歳の子供のためのお祝い,3
centimeter,センチメートル,3
century,世紀,3
chain,鎖,3
chair,椅子,3
champion,チャンピオン,3
Charles Chaplin,チャールズチャップリン,3
chef,シェフ,3
Children's Day,こどもの日,3
choice,選択,3
clear,晴れ,3
clearly,はっきりと,3
clever,賢い,3
climate change,気候変動,3
clock,時計,3
cloth,布,3
CO2,CO2,3
coat,コート,3
college,カレッジ,3
Columbus,コロンバス,3
comedian,コメディアン,3
comedy,喜劇,3
compulsory,強制,3
concert,コンサート,3
conductor,導体,3
continue,継続する,3
conveyor belt,コンベヤーベルト,3
cooperation,協力,3
copy,写す,3
correct,正しい,3
Coventry,コベントリー,3
cry,泣く,3
cucumber,きゅうり,3
cup,カップ,3
decide,決めます,3
deeply,深く,3
definitely,間違いなく,3
degree(s) Celsius ,摂氏,3
departure,出発,3
developing country,発展途上国,3
diary,日記,3
different,違う,3
Disneyland,ディズニーランド,3
Doll Festival,ひなまつり,3
done,できた,3
draw,ドロー,3
drawn,描かれた,3
drop,落とす,3
drum,ドラム,3
Dutch,オランダの,3
dying,死んでいる,3
Earth the Spaceship,地球宇宙船,3
east,東,3
eaten,食べた,3
Edison,エジソン,3
Edo period,江戸時代,3
education,教育,3
elect,選ぶ,3
electricity,電気,3
elementary school,小学校,3
elephant,象,3
Elizabeth,エリザベス,3
e-mail (email),メール（メール）,3
energy,エネルギー,3
enough,足りる,3
enter,入る,3
erupt,噴火,3
Europe,ヨーロッパ,3
ever,今まで,3
examine,診る,3
faithful,忠実な,3
fasten,留める,3
fat,太い,3
fellow,仲間,3
felt,フェルト,3
few,少ない,3
flag,国旗,3
flight,フライト,3
flight attendant,客室乗務員,3
flower,花,3
flute,フルート,3
fossil fuel,化石燃料,3
freely,自由に,3
fresh,新鮮な,3
frog,カエル,3
front,フロント,3
fruit,フルーツ,3
full moon,満月,3
funny,おかしい,3
gate,ゲート,3
Genbaku Dome,玄白ドーム,3
gentle-hearted,優しい,3
gentleman,紳士,3
gentlemen,紳士,3
geothermal power  plant,地熱発電所,3
goal,ゴール,3
golfer,ゴルファー,3
graduate,卒業,3
graph,グラフ,3
greenhouse gas,温室効果ガス,3
ground,接地,3
grow,成長する,3
grown,成長した,3
Gul Makai,グルマカイ,3
gunman,ガンマン,3
Haiti,ハイチ,3
Halloween,ハロウィン,3
hang,ハング,3
hare,野ウサギ,3
harm,害,3
harvest,収穫,3
Hawaii,ハワイ,3
healthy,元気,3
heart,ハート,3
Helen Keller,ヘレン・ケラー,3
home run,ホームラン,3
Honolulu,ホノルル,3
Honolulu International  Airport,ホノルル国際空港,3
hot spring,温泉,3
ill,病気,3
illness,病気,3
Imperial Palace,皇居,3
improve,改善する,3
including,含む,3
increase,増加する,3
Indonesia,インドネシア,3
influence,影響,3
information desk,インフォメーションデスク,3
injection,注入,3
instrument,楽器,3
interested,興味がある,3
international,インターナショナル,3
interviewer,インタビュアー,3
inventor,発明者,3
invite,誘う,3
Jakarta,ジャカルタ,3
John F. Kennedy,ジョンF.ケネディ,3
John Young,ジョン・ヤング,3
keeper,キーパー,3
kept,保管された,3
kill,殺します,3
kindly,親切に,3
lady,レディ,3
land,土地,3
last,最終,3
lavatory,トイレ,3
lay,置く,3
lesson,レッスン,3
let us,私たちにさせて,3
lie,横たわる,3
light bulb,電球,3
limited,限定的,3
line,ライン,3
lives,暮らし,3
local,地元,3
long jumper,ロングジャンパー,3
Lost and Found Office,遺失物取扱所,3
loving,愛する,3
low,低い,3
luck,幸運,3
lucky,幸運な,3
Malala Yousafzai,マララ・ユサフザイ,3
Margaret,マーガレット,3
Maruao,マルアオ,3
memory,記憶,3
men,男性,3
mighty,強大な,3
Mihaela,ミハエラ,3
Milky Way,天の川,3
miserable,惨め,3
miso soup,みそ汁,3
mistake,間違い,3
monument,記念碑,3
moon,月,3
move,動く,3
movie studio,映画スタジオ,3
myself,私自身,3
National Diet,国会,3
needle,針,3
nervous,神経質,3
never,決して,3
New Year's Eve,大晦日,3
news,ニュース,3
newscaster,ニュースキャスター,3
noble,ノーブル,3
nobody,だれも,3
north,北,3
North America,北米,3
nothing,何もない,3
Ohio,オハイオ,3
oil,油,3
Olympics,オリンピック,3
order,注文,3
ordinary,普通の,3
originally,もともと,3
Oxford,オックスフォード,3
Pakistani,パキスタン,3
Paralympic Games,パラリンピックゲーム,3
Paralympics,パラリンピック,3
Paris,パリ,3
passenger,旅客,3
Pat,パット,3
patent,特許,3
patient,患者,3
peace,平和,3
perfect,完璧な,3
period,限目,3
Peshawar,ペシャーワル,3
photographer,写真家,3
pianist,ピアニスト,3
pin,ピン,3
plate,プレート,3
platform,プラットホーム,3
poisoned,毒された,3
politician,政治家,3
power,パワー,3
powerful,強力な,3
practical,実用的な,3
prefecture,県,3
president,大統領,3
produce,作物,3
quick,すばやい,3
radio,無線,3
ray,レイ,3
realize,気付く,3
receive,受け取る,3
record player,レコードプレーヤー,3
recycle,リサイクル,3
reduce,減らす,3
refuse,ごみ,3
repair,修復,3
report,報告する,3
represent,表す,3
resort,リゾート,3
rest,残り,3
return,返す,3
reuse,再利用,3
Richard,リチャード,3
right,正しい,3
Roman,ローマ人,3
Romania,ルーマニア,3
safe,安全,3
salad,サラダ,3
salesclerk,店員,3
same,同じ,3
sauce,ソース,3
scene,シーン,3
school festival,文化祭,3
schoolgirl,女子高生,3
seat,シート,3
second,二番目,3
separate,分ける,3
serve,サーブ,3
set,セットする,3
several,いくつか,3
shock,ショック,3
shoot,シュート,3
shot,ショット,3
shrine,神社,3
side,側,3
sightseeing,観光,3
since,以来,3
Singapore,シンガポール,3
situation,状況,3
skin,肌,3
sleepy,眠いです,3
sociable,社交的,3
society,社会,3
soil,土,3
solar,太陽,3
solar cell,太陽電池,3
solar power,太陽光発電,3
solution,解決,3
someone,誰か,3
source,ソース,3
